siteid, sensorid, timestamp, value
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:30:00'}",45
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:30:00'}",1
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:30:00'}",36
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:30:00'}",85
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",52
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",53
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",44
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",67
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",30
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",76
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",75
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",36
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'14:45:00'}",88
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",27
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",36
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",61
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",-57
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",36
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",80
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",34
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",36
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",#INFO#
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",18
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",36
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",191
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",80
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",36
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:00:00'}",#INFO#
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",56
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",36
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",99
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",14
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",36
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",95
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",49
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",36
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",81
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",76
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",36
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",4
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",48
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",36
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:15:00'}",142
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",64
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",36
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",66
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",44
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",36
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",58
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",75
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",36
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",84
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",88
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",36
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",79
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",51
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",36
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:30:00'}",#NA#
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",1
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",37
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",7
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",50
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",37
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",57
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",92
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",134
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",85
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",63
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",37
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",93
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",94
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",37
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'15:45:00'}",95
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",24
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",37
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",56
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",12
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",#NA#
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",#NA#
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",39
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",37
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",#ERROR#
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",-75
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",37
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",95
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",53
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",37
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:00:00'}",10
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",56
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",37
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",57
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",0
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",37
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",3
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",53
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",37
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",6
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",81
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",37
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",67
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",77
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",37
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:15:00'}",2
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",99
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",37
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",44
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",48
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",37
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",30
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",98
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",37
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",41
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",61
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",37
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",88
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",47
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",37
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:30:00'}",84
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",85
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",37
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",71
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",8
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",37
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",16
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",21
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",37
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",157
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",25
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",37
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",78
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",21
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",37
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'16:45:00'}",54
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",#NA#
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",#NA#
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",#NA#
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",31
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",#INFO#
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",99
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",-58
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",38
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",21
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",95
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",38
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",40
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",41
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",38
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:00:00'}",35
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",43
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",38
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",65
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",70
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",38
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",46
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",28
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",38
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",0
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",100
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",38
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",91
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",31
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",38
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:15:00'}",39
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",18
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",#ERROR#
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",4
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",186
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",38
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",15
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",99
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",#ERROR#
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",67
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",-93
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",38
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",77
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",#NA#
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",#NA#
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:30:00'}",42
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",16
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",38
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",27
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",76
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",38
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",86
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",31
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",#ERROR#
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",87
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",59
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",38
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",24
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",10
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",38
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'17:45:00'}",91
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",28
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",#INFO#
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",42
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",46
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",32
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",53
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",#NA#
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",26
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",2
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:00:00'}",38
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",93
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",39
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",82
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",-69
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",39
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",40
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",83
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",#NA#
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",#ERROR#
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",-23
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",39
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",58
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",93
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",39
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:15:00'}",17
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",8
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",39
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",94
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",53
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",39
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",82
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",43
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",39
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",21
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",103
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",190
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",95
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",70
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",39
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:30:00'}",2
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",61
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",39
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",42
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",46
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",39
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",52
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",8
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",39
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",4
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",18
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",39
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",18
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",28
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",39
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'18:45:00'}",31
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",24
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",39
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",6
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",56
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",39
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",36
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",11
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",39
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",17
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",16
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",136
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",-58
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",22
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",39
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:00:00'}",19
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",77
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",39
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",#NA#
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",100
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",39
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",22
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",124
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",39
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",#INFO#
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",0
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",39
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",28
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",59
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",39
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:15:00'}",36
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",84
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",141
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",58
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",86
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",40
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",76
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",34
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",40
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",58
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",#NA#
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",40
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",-99
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",83
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",40
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:30:00'}",25
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",61
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",40
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",54
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",25
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",40
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",#INFO#
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",60
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",40
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",94
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",69
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",40
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",62
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",66
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",40
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'19:45:00'}",117
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",55
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",40
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",49
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",48
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",40
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",13
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",-87
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",40
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",15
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",74
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'20:00:00'}",40
